Index	Metal center 	Complex AH	pKa	solvent	reference base	DOI	DOI2	DOI3	page number	Temperature (K)	Comments	Index	SMILES (A)	SMILES(AH)
166	Os	[(H2)HOs(dtfpe)2]+	8.4	THF	RuH(Cp)(PPh3)2	https://doi.org/10.1021/acs.chemrev.5b00695 	"
https://doi.org/10.1021/ja994428d"	https://doi.org/10.1021/ja00087a024	"8606 	 9164 	 3382"	298		166	P1(CCP(c2ccc(cc2)C(F)(F)F)(c2ccc(cc2)C(F)(F)F)[OsH2]21P(CCP2(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F	P(CCP(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F.P(CCP(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F.[OsH].[H].[H]
167	Ru	[(H2)Ru(HBPz3)(PPh3)2]+	7.6	CD2Cl2	RuH(Cp)(dppm)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om9710374		"8606 	 2056"	298		167	[RuH]12(N3C=CCN3[B@@H](N3N1C=CC3)N1N2C=CC1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1	[RuH2]12(N3C=CCN3[B@@H](N3N1C=CC3)N1N2C=CC1)P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1
168	Ru	[(H2)Ru(HBPz3)(dppe)]+	7.9	CD2Cl2	RuH(Cp)(dppm)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om9710374		"8606 	 2056"	298		168	[RuH]123(N4C=CCN4[B@@H](N4N1C=CC4)N1N2C=CC1)P(c1ccccc1)(c1ccccc1)CCP3(c1ccccc1)c1ccccc1	[RuH2]12(N3C=CCN3[B@@H](N3N1C=CC3)N1N2C=CC1)P(c1ccccc1)(c1ccccc1)CCP(c1ccccc1)c1ccccc1
169	Ru	[(H2)Ru(HBPz3)(CH3CN)(PPh3)]+	8.9	CD2Cl2	RuH(Cp)(PPh3)2	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om9710374		"8606 	 2056"	T = 243 K		169	[RuH]12(N3C=CCN3[B@@H](N3N1C=CC3)N1N2C=CC1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)[N][C]C	[RuH2]12(N3C=CCN3[B@@H](N3N1C=CC3)N1N2C=CC1)[N][C]C.P(c1ccccc1)(c1ccccc1)c1ccccc1
170	Os	trans-[H2CpOs(dppm)]+	10	CD2Cl2	RuH(Cp)(PPh3)2	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om9804071		"8606 	 4558"	298		170	[OsH][C@@H]1C=CC=C1.P(CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	[OsH2][C@@H]1C=CC=C1.P(CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
171	Os	cis-[H2CpOs(dppm)]+	10.9	CD2Cl2	RuH(Cp)(PPh3)2	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om9804071		"8606 	 4558"	298		171	[OsH][C@H]1C=CC=C1.P(CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	[OsH2][C@H]1C=CC=C1.P(CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
172	Os	trans-[H2CpOs(dppe)]+	11.8	CD2Cl2	RuH(Cp)(PPh3)2	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om9804071		"8606 	 4558"	298		172	[OsH]1(P(CCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)[C@@H]1C=CC=C1	[OsH2][C@H]1C=CC=C1.P(CCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
173	Os	cis-[H2CpOs(dppe)]+	9.9	CD2Cl2	RuH(Cp)(PPh3)2	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om9804071		"8606 	 4558"	298		173	[OsH]1(P(CCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)[C@@H]1C=CC=C1	[OsH2][C@H]1C=CC=C1.P(CCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
174	Os	trans-[H2CpOs(dppp)]+	13.4	CD2Cl2	CpHOs(dppe)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om9804071		"8606 	 4558"	298		174	[OsH]1(P(CCCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)[C@H]1[CH]C=C[CH]1	[OsH2][C@H]1C=CC=C1.P(CCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
175	Os	trans-[H2CpOs(PPh3)2]+	13.4	CD2Cl2	CpHOs(dppp)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om9804071		"8606 	 4558"	298		175	[OsH](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)[C@@H]1C=CC=C1	[OsH2][C@@H]1C=CC=C1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1
176	Os	[(H2)Os(HBPz3)(PPh3)2]+	8.8	CD2Cl2	CpRuH(PPh3)2	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om9804071		"8606 	 4558"	298		176	N12C=CCN1[B@H]1N3N(C=CC3)[OsH]2(N2C=CCN12)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1	N12C=CCN1[B@H]1N3N(C=CC3)[OsH2]2(N2C=CCN12)P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1
177	Ru	[HCpRu(Cl)(PMe3)2]+	2.1	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r	https://doi.org/10.1021/ar00050a001	"8606 	 1953 	 53"	298		177	[Ru]1[C@@H]2C=C[C@H]1[CH]2.P(C)(C)C.P(C)(C)C.[Cl]	[RuH][C@@H]1C=CC=C1.P(C)(C)C.P(C)(C)C.[Cl]
178	Ru	[(H2)Ru(Cl)(dppe)2]+	6	CH2Cl2	PPhEt2	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1002/chem.200601484	https://doi.org/10.1021/ic00104a043	"8606 	 3802 	 6286"	298		178	[RuH]12(P(CCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(P(CCP2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)Cl	[RuH2]1(P(CCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(P(CCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)Cl
179	Ru	[HCp*Ru(Cl)(PMe3)2]+	7.1	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r	https://doi.org/10.1021/ar00050a001	"8606 	 1953 	 53"	298		179	[Ru]1[C@@]2([C]([C@]1(C(=C2C)C)C)C)C.P(C)(C)C.P(C)(C)C.[Cl]	[RuH][C@]1(C(=C(C(=C1C)C)C)C)C.P(C)(C)C.P(C)(C)C.[Cl]
180	Ru	[(H2)CpRu(PTA)2]+	-1.1	H2O	Warning DFT calculated' Estimated using thermodynamic cycle	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om100326z		"8606 	 5130"	298		180	[RuH][C@@H]1C=CC=C1.P12CN3CN(C1)CN(C2)C3.P12CN3CN(C1)CN(C2)C3	[RuH2][C@H]1C=CC=C1.P12CN3CN(C1)CN(C2)C3.P12CN3CN(C1)CN(C2)C3
181	Ru	[(H2)Cp*Ru(PTA)2]+	0.5	H2O	Warning DFT calculated' Estimated using thermodynamic cycle	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om100326z		"8606 	 5130"	298		181	[RuH]1[C@@]2(C(=C([C@]1([C]2C)C)C)C)C.P12CN3CN(C1)CN(C2)C3.P12CN3CN(C1)CN(C2)C3	[RuH2][C@@]1(C(=C(C(=C1C)C)C)C)C.P12CN3CN(C1)CN(C2)C3.P12CN3CN(C1)CN(C2)C3
182	Ru	[H2CpRu(PTA)2]+	0.3	H2O	Warning DFT calculated' Estimated using thermodynamic cycle	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om100326z		"8606 	 5130"	298		182	[RuH][C@H]1C=CC=C1.P12CN3CN(C1)CN(C2)C3.P12CN3CN(C1)CN(C2)C3	[RuH2][C@@H]1[CH]C=C[CH]1.P12CN3CN(C1)CN(C2)C3.P12CN3CN(C1)CN(C2)C3
183	Ru	[H2Cp*Ru(PTA)2]+	4.7	H2O	Warning DFT calculated' Estimated using thermodynamic cycle	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om100326z		"8606 	 5130"	298		183	[RuH]1[C@]2(C(=C([C@@]1([C]2C)C)C)C)C.P12CN3CN(C1)CN(C2)C3.P12CN3CN(C1)CN(C2)C3	[RuH2][C@@]1(C(=C(C(=C1C)C)C)C)C.P12CN3CN(C1)CN(C2)C3.P12CN3CN(C1)CN(C2)C3
184	Ru	[H2CpRu(PPh2C6H4PPh2)]+	6	THF	[CpRu(dppm)(?2-H2)]BF4	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja0506861		"8606 	 7807"	298		184	[RuH][C@H]1[CH]C=C[CH]1.P(c1ccccc1P(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	[RuH2][C@H]1C=CC=C1.P(c1ccccc1P(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
185	Ru	[(mu-H)Ru2(CO)4((eta5-C5H3)2(SiMe2)2)]+	6.5	acetonitrile	[HPPh3]BF4	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om000825h		"8606 	 694"	298		185	[Ru]([C@]12C=CC=C1[Si]([C@@]1([Ru]([C][O])[C][O])C=CC=C1[Si]2(C)C)(C)C)([C][O])[C][O]	[Ru]1([C@@H]2C=C3[C@]1([CH]2)[Si]([C@]12[RuH]([C@H]([CH]1)C=C2[Si]3(C)C)([C][O])[C][O])(C)C)([C][O])[C][O]
186	Ru	[H2CpRu(PPh3)2]+	8	THF	HPCy3+	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja994428d		"8606 	 9170"	298		186	[RuH][C@@H]1C=CC=C1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1	[RuH2][C@@H]1C=CC=C1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1
187	Os	trans-[H2CpOs(PPh3)2]+	11.6	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r	https://doi.org/10.1021/ar00050a001	"8606 	 1952 	 53"	298		187	P(c1ccccc1)(c1ccccc1)(c1ccccc1)[OsH](P(c1ccccc1)(c1ccccc1)c1ccccc1)[C@@H]1C=CC=C1	P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.C1=CC=C[C@@H]1[OsH2]
188	Ru	[(H2)RuCl(tmeP2NH2)]+	6.9	CD2Cl2	[HP-t-Bu2Ph]BPh4	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1139/v05-236		"8607 	 168"	298		188	[RuH]123(P(c4c(cccc4)C[N@H]2C(C([N@@H]3Cc2c(P1(c1ccccc1)c1ccccc1)cccc2)(C)C)(C)C)(c1ccccc1)c1ccccc1)Cl	[RuH2]123P(c4c(cccc4)C[N@H]2C(C([N@@H]3Cc2c(P1(c1ccccc1)c1ccccc1)cccc2)(C)C)(C)C)(c1ccccc1)c1ccccc1.[Cl]
189	Ru	[(H2)RuCl(PPh3)2(dach)]+	8.4	CD2Cl2	[HPBu3]BPh4	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1139/v05-236		"8607 	 168"	298		189	[RuH]1(P(c2ccccc2)(c2ccccc2)c2ccccc2)(P(c2ccccc2)(c2ccccc2)c2ccccc2)([NH2][C@H]2[C@H]([NH2]1)CCCC2)Cl	[RuH2]1(P(c2ccccc2)(c2ccccc2)c2ccccc2)([NH2][C@H]2[C@H]([NH2]1)CCCC2)Cl.P(c1ccccc1)(c1ccccc1)c1ccccc1
190	Ru	[H2CpRu(dppp)]+	8.7	THF	[RuH2(Cp)(PPh3)2]BF4	https://doi.org/10.1021/acs.chemrev.5b00695 	"https://doi.org/10.1021/ja994428d
"		"8607 	 9164"	298		190	[RuH][C@H]1[CH]C=C[CH]1.P(CCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	[RuH2][C@@H]1C=CC=C1.P(CCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
191	Ru	[(H2)CpRu(dppm)]+	7.2	THF	[RuH2(Cp)(PPh3)2]BF4	https://doi.org/10.1021/acs.chemrev.5b00695 	"https://doi.org/10.1021/ja994428d
"		"8607 	 9165"	298		191	[RuH][C@@H]1C=CC=C1.P(CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	[RuH2][C@H]1C=CC=C1.P(CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
192	Ru	[(H2)CpRu(dppm)]+	6.3	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r	https://doi.org/10.1021/ar00050a001	"8607 	 1952 	 53"	298		192	[RuH][C@@H]1C=CC=C1.P(CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	[RuH2][C@H]1C=CC=C1.P(CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
193	Ru	[H2CpRu(dppe)]+	6.4	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r	https://doi.org/10.1021/ar00050a001	"8607 	 1952 	 53"	298		193	P(CCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C1=CC=C[C@@H]1[RuH]	P(CCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C1=CC=C[C@H]1[RuH2]
194	Ru	[H2CpRu(dppe)]+	7.4	THF	[RuH2(Cp)(PPh3)2]BF4	https://doi.org/10.1021/acs.chemrev.5b00695 	"https://doi.org/10.1021/ja994428d
"		"8607 	 9165"	298		194	P(CCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.[CH]1C=C[CH][C@@H]1[RuH]	P(CCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C1=CC=C[C@H]1[RuH2]
195	Os	[H2CpOs(PPh2Me)2]+	12.1	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r	https://doi.org/10.1021/ar00050a001	"8607 	 1952 	 53"	298		195	P([OsH](P(c1ccccc1)(c1ccccc1)C)[C@@H]1C=CC=C1)(c1ccccc1)(c1ccccc1)C	P(c1ccccc1)(c1ccccc1)C.P(c1ccccc1)(c1ccccc1)C.[OsH2][C@H]1[CH]C=C[CH]1
196	Ru	[H2Cp*Ru(dppp)]+	10.4	THF	[Cp*Ru(H2) (dppm) ]+	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om00037a033		"8607 	 168"	298		196	[RuH]1[C@@]2([C]([C@]1(C(=C2C)C)C)C)C.P(CCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	[RuH2][C@@]1(C(=C(C(=C1C)C)C)C)C.P(CCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
197	Ru	[H2Cp*Ru(PPh3)2]+	11.1	THF	HP(t-Bu)2	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om00037a033		"8607 	 168"	298		197	P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.C1(=C(C(=C([C@@]1([RuH])C)C)C)C)C	P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.C1(=C([C]([C@@]([C]1C)([RuH2])C)C)C)C
198	Ru	[H2Cp*Ru(PPh2Me)2]+	12.2	THF	HP(t-Bu)2	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om00037a033		"8607 	 168"	298		198	P(c1ccccc1)(c1ccccc1)C.P(c1ccccc1)(c1ccccc1)C.C1(=C([C@](C(=C1C)C)([RuH])C)C)C	P(c1ccccc1)(c1ccccc1)C.P(c1ccccc1)(c1ccccc1)C.C1(=C(C(=C([C@@]1([RuH2])C)C)C)C)C
199	Ru	[H2Cp*Ru(PPhMe2)2]+	14.3	THF	[Cp*RuH2(PMePh2)2]+	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om00037a033		"8607 	 168"	298		199	P(c1ccccc1)(C)C.P(c1ccccc1)(C)C.C1(=C([C@]2([C]([C@@]1([RuH]2)C)C)C)C)C	P(c1ccccc1)(C)C.P(c1ccccc1)(C)C.C1(=C([C]([C@@]([C]1C)([RuH2])C)C)C)C
200	Ru	[H2Cp*Ru(PMe3)2]+	16.3	THF	[Cp*RuH2(PMe2Ph)2]+	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om00037a033		"8607 	 168"	298		200	P(C)(C)C.P(C)(C)C.C1(=C([C@](C(=C1C)C)([RuH])C)C)C	P(C)(C)C.P(C)(C)C.C1(=C([C@](C(=C1C)C)([RuH2])C)C)C
201	Ru	[(H2)CpRu(dape)]+	8.1	CH2Cl2	[CpRuH2(PPh3)2]+	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja00003a022		"8607 	 880"	298		201	P(CCP(c1ccc(cc1)OC)c1ccc(cc1)OC)(c1ccc(cc1)OC)c1cccc(c1)OC.[RuH][C@H]1C=CC=C1	P(CCP(c1ccc(cc1)OC)c1ccc(cc1)OC)(c1ccc(cc1)OC)c1cccc(c1)OC.[RuH2][C@H]1C=CC=C1
202	Ru	[H2CpRu(dape)]+	8.5	CH2Cl2	[CpRuH2(PPh3)2]+	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja00003a022		"8607 	 880"	298		202	P(CCP(c1ccc(cc1)OC)c1ccc(cc1)OC)(c1ccc(cc1)OC)c1cccc(c1)OC.C1=CC=C[C@H]1[RuH]	P(CCP(c1ccc(cc1)OC)c1ccc(cc1)OC)(c1ccc(cc1)OC)c1cccc(c1)OC.[C@H]1(C=CC=C1)[RuH2]
203	Ru	[(H2)CpRu(dape)]+	8.6	THF	[CpRuH2(PPh3)2]+	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja00003a022		"8607 	 880"	298		203	P(CCP(c1ccc(cc1)OC)c1ccc(cc1)OC)(c1ccc(cc1)OC)c1cccc(c1)OC.[RuH][C@H]1C=CC=C1	P(CCP(c1ccc(cc1)OC)c1ccc(cc1)OC)(c1ccc(cc1)OC)c1cccc(c1)OC.[RuH2][C@@H]1[CH]C=C[CH]1
204	Ru	[H2CpRu(dape)]+	9	THF	[CpRuH2(PPh3)2]+	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja00003a022		"8607 	 880"	298		204	P(CCP(c1ccc(cc1)OC)c1ccc(cc1)OC)(c1ccc(cc1)OC)c1cccc(c1)OC.C1=CC=C[C@H]1[RuH]	P(CCP(c1ccc(cc1)OC)c1ccc(cc1)OC)(c1ccc(cc1)OC)c1cccc(c1)OC.[C@H]1(C=CC=C1)[RuH2]
